"","Image_name","ObjectNumber","Location_Center_X","Location_Center_Y","HLA.ABC","CD57","CD31","CD14","C.peptide","Nestin","Glucagon","pan.Keratin","CD11b","CD44","PDX.1","CD45","CD56","beta.Actin","Foxp3","CD4","NKX6.1","CD68","Somatostatin","CD20","CD8","CD99","CA2","NFkb","GnzB","Ki67","Collagen","CD3","p16","pS6","CD45RO","HLA.DR","PP","GHRL","DNA191","DNA193"
"cell_7164","NPOD6009_Head_ROI1",7164,93.03092784,819.185567,1.114112,0.16515072,0.2162688,0.786432,0.11337728,0.23724032,0.2064384,6.659899392,2.2347776,0.45350912,2.7721728,0.19595264,0.22675456,3.2047104,1.0027008,0.4947968,0.8650752,0.4227072,0.0720896,0.1441792,0.32964608,1.8939904,0.50528256,1.2058624,0.1343488,0.041222144,0.29884416,0.38141952,1.3303808,0.8585216,0.17498112,0.22675456,0.15466496,0.09306112,89.362202624,165.0540544
"cell_7165","NPOD6009_Head_ROI1",7165,110.2121212,818.6515152,2.0774912,0.13631488,0.5603328,0.8650752,0.1212416,0.4390912,0.15138816,2.62144,1.1206656,0.4849664,1.4548992,0.15138816,0.27262976,3.60448,1.0747904,0.3637248,0.42401792,0.28770304,0.19726336,0.16646144,0.21233664,2.850816,0.50003968,1.1665408,0.07602176,0.045481984,1.998848,0.31850496,1.6973824,0.8650752,0.27262976,0.6815744,0.1212416,0.13631488,88.77408256,166.775291904
"cell_7166","NPOD6009_Head_ROI1",7166,245.5090909,820.7545455,0.57278464,0.10027008,0.1179648,0.9240576,0.18153472,0.16384,0.22740992,2.8442624,5.0331648,0.23658496,0.29097984,0.10027008,0.39059456,3.309568,1.1010048,0.45481984,0.1179648,0.39059456,0.24576,0.09109504,0.40894464,4.0894464,0.063635456,0.27262976,0.08192,0.054525952,0.4456448,0.6750208,1.1010048,1.4286848,0.17301504,0.39059456,0.18153472,0.16384,59.382693888,113.483579392
"cell_7167","NPOD6009_Head_ROI1",7167,507.632,819.072,1.2320768,0.17629184,0.20774912,1.1206656,0.25624576,0.24772608,0.19202048,2.9687808,4.5809664,0.2719744,0.26411008,0.23986176,0.23986176,3.7224448,1.0747904,0.46399488,0.1277952,0.51970048,0.31195136,0.08781824,0.33619968,4.2467328,0.10420224,0.1441792,0.08781824,0.03997696,1.0420224,0.57606144,1.1730944,1.6973824,0.2162688,1.0551296,0.22413312,0.20774912,47.672721408,88.961384448
"cell_7168","NPOD6009_Head_ROI1",7168,602.75,818.4722222,0.53673984,0.12058624,0.12058624,0.57409536,0.19464192,0.08323072,0.22216704,1.9726336,7.351959552,0.19464192,0.23134208,0.212992,0.212992,3.0277632,1.0027008,0.41680896,0.12058624,0.54657024,0.1015808,0.08323072,0.28704768,3.9518208,0.1114112,0.17563648,0.07405568,0.027787264,0.212992,0.53673984,1.4155776,0.7405568,0.1572864,0.24051712,0.18546688,0.1114112,61.158326272,114.575802368
"cell_7169","NPOD6009_Head_ROI1",7169,6.327272727,818.4181818,1.4155776,0.25427968,0.1998848,0.9633792,0.21823488,0.25427968,0.25427968,5.9834368,3.5651584,0.58195968,1.2517376,0.30932992,0.16384,4.0894464,1.1272192,0.6750208,0.43646976,0.30932992,0.23658496,0.07274496,0.32702464,3.5258368,0.8716288,0.7995392,0.054525952,0.018153472,1.4548992,0.47251456,0.8192,1.015808,0.10878976,0.25427968,0.25427968,0.21823488,48.16437248,87.292248064
"cell_7170","NPOD6009_Head_ROI1",7170,40.9,818.9,0.9306112,0.11665408,0.11665408,0.54984704,0.10027008,0.23330816,0.16646144,2.4641536,12.81687552,0.26673152,0.31653888,0.34996224,0.26673152,2.8639232,1.048576,0.60030976,0.06684672,0.45023232,0.10027008,0.10027008,0.33357824,4.3319296,0.16646144,0.08323072,0.06684672,0.016646144,1.4483456,0.45023232,1.5532032,1.5663104,0.23330816,0.53346304,0.1835008,0.21692416,50.300780544,93.318086656
"cell_7171","NPOD6009_Head_ROI1",7171,82.28037383,819.4859813,0.851968,0.131072,0.16842752,0.61669376,0.09371648,0.131072,0.20578304,3.8141952,4.718592,0.20578304,0.28966912,0.21495808,0.24313856,3.11296,1.3172736,0.28966912,0.131072,0.30867456,0.21495808,0.09371648,0.28049408,3.1850496,0.14024704,0.22413312,0.09371648,0.056098816,1.1665408,0.42991616,1.605632,0.950272,0.14024704,0.36438016,0.22413312,0.14024704,67.094511616,124.123414528
"cell_7172","NPOD6009_Head_ROI1",7172,165.8762887,819.4639175,0.8257536,0.11337728,0.1343488,1.2582912,0.17498112,0.12386304,0.1343488,1.9791872,2.0185088,0.2162688,0.40239104,0.2064384,0.23724032,3.7224448,1.1534336,0.44302336,0.12386304,0.3506176,0.29884416,0.19595264,0.41222144,3.2702464,0.15466496,0.18546688,0.09306112,0.12386304,3.5651584,0.38141952,1.5663104,0.7929856,0.29884416,0.8126464,0.12386304,0.2064384,83.918782464,153.486884864
"cell_7173","NPOD6009_Head_ROI1",7173,259.625,816.25,0.7471104,0.12517376,0.15007744,0.8781824,0.12517376,0.30015488,0.37486592,1.5990784,2.4969216,0.22478848,0.10027008,0.17498112,0.17498112,2.9032448,0.9240576,0.32505856,0.024969216,0.42532864,0.24969216,0.10027008,0.2752512,5.799936,0.12517376,0.15007744,0.050003968,0.12517376,12.850167808,0.3997696,0.9764864,2.1495808,0.17498112,0.32505856,0.10027008,0.17498112,43.500634112,73.651126272
"cell_7174","NPOD6009_Head_ROI1",7174,281.5233645,820.0841121,1.4876672,0.14024704,0.32702464,0.64487424,0.28966912,0.14024704,1.2517376,0.14024704,0.42074112,0.42074112,0.16842752,0.11206656,0.7602176,2.9687808,0.7012352,0.35520512,0.1212416,0.58851328,0.21495808,0.10289152,0.22413312,5.4001664,0.065404928,0.07471104,0.028049408,0,6.0096512,0.21495808,0.9240576,0.48627712,0.1212416,0.5701632,0.15859712,0.28966912,55.720476672,104.870772736
"cell_7175","NPOD6009_Head_ROI1",7175,629.797619,819.8452381,0.8323072,0.0950272,0.14286848,1.048576,0.21430272,0.17825792,0.28573696,2.9622272,3.6438016,0.65470464,0.30932992,0.19070976,0.28573696,4.2532864,1.0027008,0.63111168,0.0950272,0.46399488,0.40501248,0.19070976,0.40501248,5.2166656,0.21430272,0.23789568,0.08323072,0.08323072,0.40501248,0.65470464,1.4548992,1.4286848,0.19070976,0.4521984,0.21430272,0.15466496,64.250970112,122.28755456
"cell_7176","NPOD6009_Head_ROI1",7176,663.7446809,816.4893617,1.4286848,0.19136512,0.59572224,0.51052544,0.042532864,0.0212992,0.14876672,1.1927552,1.6384,0.10616832,0.063832064,0.10616832,0.2555904,2.6411008,0.51052544,0.31916032,0.10616832,0.19136512,0.1277952,0.0212992,0.23396352,4.3384832,0.1277952,0.10616832,0.042532864,0.063832064,2.3855104,0.2555904,1.0223616,0.46792704,0.10616832,0.9568256,0.10616832,0.0851968,70.660653056,132.150984704
"cell_7177","NPOD6009_Head_ROI1",7177,680.2222222,821.7685185,0.8257536,0.12976128,0.12058624,0.720896,0.34275328,1.409024,0.3145728,1.9922944,1.3893632,0.055574528,0.3702784,0.19464192,0.17563648,2.4444928,1.0616832,0.425984,0.08323072,0.3702784,0.41680896,0.13893632,0.3145728,3.178496,0.1114112,0.12976128,0.064815104,0.03702784,0.49086464,0.5275648,1.8415616,0.8912896,0.25952256,0.3145728,0.1572864,0.212992,85.723512832,161.946927104
"cell_7178","NPOD6009_Head_ROI1",7178,821.7948718,821.6923077,1.6580608,0.14548992,0.06815744,0.8454144,0.14548992,0.11993088,0.2818048,5.57056,4.5285376,1.3828096,1.1272192,0.20512768,0.22216704,4.5613056,0.950272,0.49545216,0.34209792,0.41025536,0.23068672,0.1540096,0.26476544,4.9545216,0.51314688,0.6750208,0.042729472,0.034209792,0.9568256,0.36765696,1.1993088,0.393216,0.09371648,0.3080192,0.24772608,0.1540096,56.752996352,105.121251328
"cell_7179","NPOD6009_Head_ROI1",7179,871.034188,820.1794872,0.64946176,0.0851968,0.12845056,0.7077888,0.09371648,0.09371648,0.20512768,2.3068672,3.8141952,0.41877504,0.45285376,0.17104896,0.25624576,3.2047104,1.2648448,0.3080192,0.16252928,0.36765696,0.3080192,0.1114112,0.31653888,4.5809664,0.18808832,0.29884416,0.12845056,0.034209792,0.8716288,0.49545216,1.6777216,0.7602176,0.17956864,0.2818048,0.13697024,0.25624576,78.368735232,148.925382656
"cell_7180","NPOD6009_Head_ROI1",7180,902.5538462,818.7846154,1.9070976,0.061538304,0.7077888,1.015808,0.16908288,0.16908288,0.18481152,0.3538944,0.753664,0.1998848,0.16908288,0.33816576,0.24641536,4.521984,0.786432,0.27721728,0.1540096,0.8781824,0.061538304,0.21561344,0.21561344,5.1707904,0.10747904,0.07667712,0.12320768,0.01540096,4.2467328,0.16908288,1.3369344,0.786432,0.21561344,6.1669376,0.18481152,0.18481152,70.785695744,130.617376768
"cell_7181","NPOD6009_Head_ROI1",7181,99.67741935,818.2580645,1.5138816,0.16121856,0.16121856,0.8388608,0.2260992,5.7409536,0.54853632,7.935623168,0.64487424,0.54853632,4.096,0.12910592,0.2260992,3.5192832,1.1927552,0.32243712,1.1927552,0.48365568,0.35454976,0.09699328,0.45154304,1.1599872,1.1927552,2.195456,0.16121856,0.09699328,0.7405568,0.38731776,0.9043968,1.5466496,0.1933312,0.12910592,0,0.09699328,106.743595008,201.906323456
"cell_7182","NPOD6009_Head_ROI1",7182,254.4861111,820.8194444,0.638976,0.08323072,0.08323072,0.5832704,0.12517376,0.1114112,0.4030464,1.3893632,2.0578304,0.19464192,0.24969216,0.12517376,0.19464192,1.8612224,0.8454144,0.19464192,0.13893632,0.44433408,0.20840448,0.08323072,0.2916352,4.4302336,0.09699328,0.09699328,0.055574528,0.041680896,5.5115776,0.50003968,1.5007744,1.7498112,0.16646144,0.27787264,0.18087936,0.06946816,42.431217664,79.042904064
"cell_7183","NPOD6009_Head_ROI1",7183,473.5714286,818.1190476,2.8704768,0.30932992,1.4548992,0.8192,1.5466496,0.6815744,6.1997056,0.9895936,0.7602176,0.34537472,0.54788096,0.15466496,0.9633792,4.128768,0.8323072,0.47644672,0.27394048,0.44040192,0.39256064,0.20250624,0.39256064,19.559809024,0.17825792,0.30932992,0.011927552,0.10682368,2.4510464,0.30932992,0.53542912,0.23789568,0.15466496,0.39256064,0.11927552,0.34537472,21.928935424,40.322072576
"cell_7184","NPOD6009_Head_ROI1",7184,536.6796117,823.3009709,0.8257536,0.11665408,0.10682368,0.8126464,0.13565952,0.11665408,0.2523136,4.0697856,2.1233664,0.720896,2.8639232,0.21364736,0.2424832,3.4865152,0.8454144,0.5144576,0.884736,0.46596096,0.35913728,0.06815744,0.38862848,2.8049408,0.9240576,1.6187392,0.08716288,0.08716288,0.5439488,0.32047104,1.2910592,1.1272192,0.13565952,0.18415616,0.13565952,0.18415616,63.136858112,122.55526912
"cell_7185","NPOD6009_Head_ROI1",7185,653.7234043,820.0851064,0.8323072,0.1703936,0.1703936,1.14688,0.2555904,0.1277952,0.31916032,2.2544384,2.1692416,0.23396352,0.1703936,0.1277952,0.0851968,3.1916032,1.0223616,0.44695552,0.10616832,0.44695552,0.1277952,0.0851968,0.1703936,6.0030976,0.0851968,0.10616832,0.1277952,0.0212992,2.8311552,0.48955392,0.6619136,0.786432,0.10616832,0.40435712,0.14876672,0.2555904,26.319519744,49.873092608
"cell_7186","NPOD6009_Head_ROI1",7186,703.6962025,819.443038,1.4548992,0.12648448,0.35454976,0.6946816,0.1900544,0.20250624,0.22806528,2.62144,4.947968,0.557056,0.12648448,0.1900544,0.34209792,3.3554432,1.0027008,0.44302336,0.07602176,0.35454976,0.37945344,0.063307776,0.35454976,3.8076416,0.050659328,0.15204352,0.16449536,0.012648448,0.9371648,0.50659328,0.9371648,0.63307776,0.1900544,0.7733248,0.1900544,0.34209792,47.54505728,90.887487488
"cell_7187","NPOD6009_Head_ROI1",7187,737.9649123,820.4035088,1.0551296,0.12255232,0.19267584,0.7471104,0.31588352,0.17563648,0.19267584,2.7262976,4.6923776,0.42074112,0.42991616,0.23658496,0.3244032,3.2899072,1.2386304,0.34209792,0.061407232,0.6488064,0.25427968,0.11403264,0.43843584,4.0501248,0.20185088,0.17563648,0.15794176,0.026345472,0.3506176,0.43843584,1.0354688,0.9633792,0.09633792,0.50003968,0.23658496,0.18415616,62.693965824,115.843858432
"cell_7188","NPOD6009_Head_ROI1",7188,748.7333333,821.25,0.65536,0.13303808,0.15859712,0.786432,0.2916352,0.11665408,0.1998848,2.7721728,4.6137344,0.20840448,0.32505856,0.13303808,0.25821184,3.1522816,1.2255232,0.43319296,0.16646144,0.53346304,0.22478848,0.08323072,0.42532864,4.456448,0.14155776,0.12517376,0.12517376,0.24969216,0.7929856,0.36634624,1.7235968,0.60030976,0.23330816,0.54984704,0.17498112,0.24182784,61.75096832,117.38513408
"cell_7189","NPOD6009_Head_ROI1",7189,976.0441176,819.5,1.1599872,0.16187392,0.1179648,1.3959168,0.1179648,0.22085632,0.20578304,2.4838144,3.4865152,0.24969216,0.36765696,0.16187392,0.22085632,2.7328512,1.2189696,0.39714816,0.14680064,1.0747904,0.24969216,0.14680064,0.35323904,3.5323904,0.27918336,0.14680064,0.10289152,0.029425664,0.50003968,0.29425664,2.0119552,1.4548992,0.23527424,0.35323904,0.24969216,0.23527424,80.883613696,152.04646912
"cell_7190","NPOD6009_Head_ROI1",7190,20.02112676,822.6478873,0.753664,0.15466496,0.16187392,0.9437184,0.13369344,0.22544384,0.11993088,3.6831232,3.7748736,0.17629184,0.34537472,0.16187392,0.26083328,3.506176,1.3500416,0.33816576,0.15466496,0.3735552,0.21823488,0.11272192,0.3801088,4.5481984,0.16187392,0.2326528,0.10551296,0.04227072,0.7340032,0.6127616,1.3828096,0.8060928,0.20447232,1.0747904,0.18284544,0.16908288,58.458636288,112.360882176
"cell_7191","NPOD6009_Head_ROI1",7191,184.4545455,820.8383838,0.8912896,0.17170432,0.09109504,0.7798784,0.131072,0.1114112,0.131072,3.1850496,2.5624576,0.27262976,0.51511296,0.19202048,0.22216704,3.6175872,0.8978432,0.30277632,0.18153472,0.30277632,0.29294592,0.15138816,0.32309248,3.2505856,0.30277632,0.2326528,0.0606208,0.020185088,3.2309248,0.45481984,1.0878976,0.917504,0.10092544,0.33357824,0.08060928,0.20185088,65.465614336,124.749348864
"cell_7192","NPOD6009_Head_ROI1",7192,232.4205607,821.3831776,0.9633792,0.1212416,0.09371648,1.2058624,0.10289152,0.22413312,0.27131904,3.8797312,3.244032,0.3178496,0.40173568,0.1212416,0.28966912,3.3488896,1.2910592,0.40173568,0.21495808,0.32702464,0.28966912,0.14024704,0.46727168,3.506176,0.24313856,0.22413312,0.08388608,0.065404928,0.48627712,0.55115776,1.0092544,2.1102592,0.28966912,0.28966912,0.1867776,0.15859712,59.103707136,107.21656832
"cell_7193","NPOD6009_Head_ROI1",7193,325.112426,823.556213,1.9202048,0.26607616,0.13041664,0.8388608,1.3369344,0.20119552,14.964752384,0.7012352,0.61538304,0.25427968,0.3014656,0.20709376,1.835008,3.2505856,0.917504,0.46727168,0.60358656,0.36110336,0.7995392,0.19529728,0.46727168,21.302083584,0.14221312,0.0884736,0.017760256,0.035520512,0.55640064,0.24838144,0.62128128,0.16580608,0.11272192,0.25427968,0.15990784,0.43778048,55.426875392,104.392097792
"cell_7194","NPOD6009_Head_ROI1",7194,336.729927,821.6642336,2.752512,0.4816896,0.17498112,0.64946176,0.786432,0.18219008,7.03660032,0.64946176,0.55443456,0.21168128,0.32833536,0.19726336,1.409024,3.5979264,1.1534336,0.40894464,0.7929856,0.53280768,5.5246848,0.16777216,0.43057152,24.934678528,0.17498112,0.11665408,0.10223616,0.065536,1.1534336,0.44498944,0.63504384,0.1900544,0.16777216,0.28442624,0.16777216,0.59834368,54.351167488,102.468747264
"cell_7195","NPOD6009_Head_ROI1",7195,421.0909091,820.2,3.637248,0.7995392,0.25427968,1.1665408,4.5613056,0.34537472,4.2008576,0.49086464,0.8716288,0.1998848,1.7825792,0.25427968,3.8731776,3.7093376,1.3631488,0.7077888,1.7629184,0.7667712,0.5275648,0.25427968,0.58195968,34.873278464,0.29097984,0.16384,0.10878976,0.09109504,0.688128,0.41811968,0.9109504,0.10878976,0.07274496,0.32702464,0.3637248,0.65470464,113.929027584,212.330545152
"cell_7196","NPOD6009_Head_ROI1",7196,430.1390728,822.7284768,3.2047104,0.59572224,0.25821184,0.9633792,3.7552128,0.41091072,11.496849408,0.7274496,0.6291456,0.36438016,0.3244032,0.26476544,1.4024704,3.76832,1.1993088,0.58261504,0.58916864,0.48365568,2.752512,0.17891328,0.40370176,23.384489984,0.20512768,0.15925248,0.059572224,0.046333952,0.51642368,0.42401792,0.7274496,0.11272192,0.07274496,0.3244032,0.14548992,0.41746432,50.696159232,94.166974464
"cell_7197","NPOD6009_Head_ROI1",7197,518.5714286,821.8928571,0.7143424,0.08912896,0.08912896,0.9043968,0.18743296,0.14286848,0.24969216,2.7066368,5.4984704,0.27656192,0.28573696,0.13369344,0.196608,3.3030144,1.2582912,0.3211264,0.13369344,0.52690944,0.23199744,0.11599872,0.38404096,5.2035584,0.21430272,0.294912,0.13369344,0.008912896,1.4352384,0.43778048,1.2845056,1.7825792,0.20512768,0.33030144,0.18743296,0.21430272,42.589945856,78.87618048
"cell_7198","NPOD6009_Head_ROI1",7198,847.5952381,823.5634921,1.0420224,0.19857408,0.1114112,0.720896,0.262144,0.23003136,0.27000832,7.762018304,3.8273024,0.54788096,2.228224,0.16646144,0.262144,3.9780352,1.2845056,0.37289984,0.8716288,0.43646976,0.15859712,0.12713984,0.27000832,3.571712,0.7077888,1.114112,0.031719424,0.055574528,0.7143424,0.4128768,1.0682368,0.61079552,0.12713984,0.21430272,0.14286848,0.12713984,53.397618688,101.239619584
"cell_7199","NPOD6009_Head_ROI1",7199,895.05,820.8333333,0.7471104,0.15007744,0.10027008,1.7301504,0.1998848,0.15007744,0.21692416,2.5165824,5.636096,0.54984704,0.1998848,0.24969216,0.1998848,5.2166656,1.0354688,0.65011712,0.13303808,1.2976128,0.28311552,0.16646144,0.3833856,6.783434752,0.10027008,0.06684672,0.23330816,0.06684672,1.1862016,0.9306112,0.8650752,3.1522816,0.30015488,7.383416832,0.24969216,0.31653888,27.433762816,53.350825984
"cell_7200","NPOD6009_Head_ROI1",7200,925.875,822.1354167,1.179648,0.21889024,0.23986176,0.8978432,0.07274496,0.14614528,0.1769472,5.3542912,2.981888,0.48955392,1.2910592,0.14614528,0.27066368,3.6569088,0.9568256,0.33357824,0.38535168,0.37486592,0.24969216,0.14614528,0.344064,3.9780352,0.5210112,0.7929856,0.10420224,0.05210112,0.19791872,0.39583744,1.2320768,0.688128,0.10420224,0.32309248,0.15597568,0.14614528,48.37572608,90.355531776
"cell_7201","NPOD6009_Head_ROI1",7201,942.9777778,823.2222222,1.7760256,0.1441792,0.688128,1.2648448,0.07798784,0.7340032,0.15532032,1.6252928,1.409024,0.8192,0.15532032,0.23330816,0.2555904,4.2205184,0.8454144,0.42205184,0.16646144,2.3789568,0.32243712,0.12189696,0.311296,4.8234496,0.23330816,0.13303808,0.1114112,0.055574528,2.064384,0.41091072,1.2320768,0.9568256,0.44433408,12.466847744,0.21102592,0.24444928,60.200910848,111.590572032
"cell_7202","NPOD6009_Head_ROI1",7202,30.30107527,821.2258065,3.4209792,0.1933312,1.5269888,1.4811136,0.21495808,1.0420224,0.23658496,0.47316992,1.5138816,0.35454976,0.17235968,0.25821184,0.18284544,4.1091072,1.0551296,0.35454976,0.1507328,0.50528256,0.13959168,0.1507328,0.27983872,5.1707904,0.1179648,0.13959168,0.042991616,0.0753664,3.4209792,0.344064,0.63438848,0.50528256,0.17235968,11.387273216,0.23658496,0.13959168,43.32322816,79.366782976
"cell_7203","NPOD6009_Head_ROI1",7203,122.8356164,825.4520548,0.8126464,0.08912896,0.17825792,1.0027008,0.12320768,0.08192,0.1507328,3.3619968,5.6754176,0.23986176,0.3080192,0.2260992,0.34275328,3.9583744,1.114112,0.58916864,0.12320768,0.41091072,0.20578304,0.10289152,0.31522816,3.1522816,0.19857408,0.20578304,0.0688128,0.041091072,0.4521984,0.7274496,1.47456,1.14688,0.16449536,0.65536,0.16449536,0.25362432,57.76113664,109.577043968
"cell_7204","NPOD6009_Head_ROI1",7204,389.626506,822.5542169,2.0250624,0.13238272,0.57802752,0.56623104,0.8912896,0.720896,4.2991616,0.3735552,0.38535168,0.3735552,0.1081344,0.09633792,0.3014656,3.7814272,0.6619136,0.3375104,0.15663104,1.3631488,0.38535168,0.1081344,0.27721728,7.265189888,0.08454144,0.09633792,0.04816896,0.012058624,10.036314112,0.21692416,1.1337728,0.18087936,0.0720896,0.060227584,0.13238272,0.25296896,80.712105984,152.315559936
"cell_7205","NPOD6009_Head_ROI1",7205,463.9911504,822.3716814,1.8481152,0.29229056,0.16842752,0.6750208,1.2189696,0.1769472,13.194887168,0.9568256,0.7340032,0.2392064,0.31850496,0.2392064,0.9109504,3.2047104,0.98304,0.33619968,0.45154304,0.3538944,0.34537472,0.13303808,0.45154304,26.345537536,0.16842752,0.19464192,0.07995392,0.01769472,1.2582912,0.27459584,0.5931008,0.1507328,0.11534336,0.30998528,0.1769472,0.58392576,32.531480576,58.735394816
"cell_7206","NPOD6009_Head_ROI1",7206,761.9393939,823.1742424,0.8126464,0.09109504,0.098304,1.015808,0.31064064,0.1441792,0.28049408,3.3357824,6.977355776,0.23461888,0.3407872,0.21233664,0.31064064,3.4865152,1.114112,0.507904,0.09109504,0.62128128,0.2654208,0.18153472,0.35586048,5.3542912,0.10616832,0.16646144,0.29556736,0.045481984,0.37879808,0.62849024,1.5597568,0.8192,0.2424832,1.081344,0.2195456,0.21233664,61.675208704,117.130592256
"cell_7207","NPOD6009_Head_ROI1",7207,66.95238095,823.8095238,0.8126464,0.08585216,0.17170432,0.7143424,0.1048576,0.12386304,0.11403264,3.735552,3.8404096,0.28573696,0.22872064,0.1998848,0.32374784,2.850816,1.212416,0.56164352,0.11403264,0.44761088,0.28573696,0.08585216,0.38076416,4.1418752,0.13303808,0.18087936,0.1048576,0.00950272,0.6946816,0.5144576,1.3697024,1.2582912,0.18087936,0.26673152,0.16187392,0.14286848,62.229512192,113.877909504
"cell_7208","NPOD6009_Head_ROI1",7208,414.6111111,822.7407407,3.1653888,1.441792,0.3145728,1.3172736,15.333588992,0.7798784,7.648247808,1.14688,0.9437184,0.20381696,0.51838976,0.29622272,1.114112,3.7421056,1.7235968,0.57409536,0.688128,0.720896,0.50003968,0.3145728,0.62980096,28.000452608,0.16646144,0.18546688,0.1114112,0.09240576,1.015808,0.46268416,1.0027008,0.12976128,0.16646144,0.46268416,0.29622272,0.61079552,66.112126976,123.983364096
"cell_7209","NPOD6009_Head_ROI1",7209,585.7922078,821.2857143,0.57147392,0.07798784,0.10420224,0.62324736,0.14286848,0.051970048,0.15597568,2.326528,8.571584512,0.23396352,0.18153472,0.20774912,0.28573696,2.9884416,0.9371648,0.28573696,0.14286848,0.3637248,0.20774912,0.11665408,0.27262976,4.390912,0.14286848,0.15597568,0.03899392,0.012976128,0.25952256,0.50659328,1.2058624,0.7798784,0.03899392,0.3506176,0.25952256,0.11665408,55.130718208,106.443177984
"cell_7210","NPOD6009_Head_ROI1",7210,670.2592593,825.9166667,1.6449536,0.1015808,0.1114112,1.2386304,0.3145728,0.20381696,0.3145728,7.620460544,1.6449536,0.24051712,2.260992,0.20381696,0.24051712,3.9190528,1.2845056,0.49086464,0.56492032,0.62062592,0.2686976,0.08323072,0.34275328,1.9136512,1.3172736,1.2386304,0.09240576,0.07405568,1.4548992,0.3244032,1.14688,1.3959168,0.20381696,0.4816896,0.12976128,0.1572864,86.251339776,164.15064064
"cell_7211","NPOD6009_Head_ROI1",7211,719.3333333,818.6666667,1.6646144,1.0027008,0,2.3330816,0.6684672,0.33357824,0.6684672,15.333588992,8.000110592,3.0015488,1.6646144,0,0,10.666835968,1.3303808,0.33357824,0.6684672,0.6684672,0.6684672,0.33357824,0.33357824,3.6634624,1.0027008,0.6684672,0.33357824,0,0,0.6684672,0.6684672,1.0027008,0,0.6684672,0.33357824,0,37.000577024,82.667896832
"cell_7212","NPOD6009_Head_ROI1",7212,784.8359375,823.9921875,1.2910592,0.15597568,0.18743296,0.9764864,0.2031616,0.21102592,0.16384,6.617300992,2.6345472,1.1862016,1.3893632,0.18743296,0.18743296,4.7316992,1.2910592,0.53936128,0.39059456,0.62521344,0.31260672,0.1409024,0.4063232,4.1222144,0.688128,0.7274496,0.11730944,0.015597568,1.2517376,0.507904,1.2189696,1.0092544,0.17956864,0.49217536,0.15597568,0.12517376,61.469687808,112.978296832
"cell_7213","NPOD6009_Head_ROI1",7213,836.2641509,821.0943396,1.7956864,0.20774912,0.09437184,0.58523648,0.20774912,0.0753664,0.11337728,1.7170432,2.6411008,0.30212096,0.28311552,0.4718592,0.18874368,4.4367872,0.6619136,0.30212096,0.09437184,0.3964928,0.28311552,0.35848192,8.585019392,5.6426496,0.11337728,0.11337728,0.0753664,0.037748736,3.60448,3.3226752,0.9633792,0.56623104,0.43384832,0.20774912,0.13238272,0.28311552,84.378648576,159.700549632
"cell_7214","NPOD6009_Head_ROI1",7214,154.8,823.2714286,1.2845056,0.28573696,0.22872064,1.212416,0.14286848,0.22872064,0.24313856,4.1156608,2.4117248,0.12845056,0.38600704,0.28573696,0.14286848,3.8404096,1.3303808,0.52887552,0.12845056,0.50003968,0.21430272,0.12845056,0.32833536,1.540096,0.12845056,0.22872064,0.028573696,0.14286848,0.47120384,0.5144576,2.3986176,0.61407232,0.25690112,0.52887552,0.10027008,0.14286848,117.04467456,220.14623744
"cell_7215","NPOD6009_Head_ROI1",7215,305.16,825.3666667,2.6673152,4.7775744,0.17301504,0.688128,0.46006272,0.16646144,10.38680064,0.53346304,0.60030976,0.33357824,0.1998848,0.13303808,0.8454144,3.080192,0.9043968,0.3866624,0.7274496,0.54657024,0.52690944,0.15990784,0.30015488,20.920336384,0.1867776,0.09306112,0.060030976,0.03997696,3.76832,0.30015488,0.55312384,0.31981568,0.07340032,0.44695552,0.15990784,0.3866624,44.640698368,81.554571264
"cell_7216","NPOD6009_Head_ROI1",7216,451.1532847,824.8175182,2.6673152,0.8257536,0.24117248,0.7471104,1.1337728,0.28442624,12.233736192,1.0944512,0.720896,0.55443456,0.46006272,0.27000832,1.1010048,3.1326208,1.2058624,0.43057152,0.56950784,0.51838976,1.3369344,0.1605632,0.54001664,19.000262656,0.14614528,0.16777216,0.029229056,0.05111808,0.9109504,0.39387136,0.7667712,0.29949952,0.08781824,0.31391744,0.27000832,0.5111808,48.905846784,91.030618112
"cell_7217","NPOD6009_Head_ROI1",7217,563.7222222,822.9444444,1.0747904,0.15532032,0.32243712,0.8912896,0.17760256,0.27787264,0.26673152,2.0774912,6.3111168,0.311296,0.311296,0.22216704,0.28901376,3.3030144,1.1337728,0.34471936,0.1114112,0.35586048,0.26673152,0.06684672,0.27787264,4.2205184,0.12189696,0.1998848,0.16646144,0.07798784,0.23330816,0.7340032,1.4221312,0.8978432,0.17760256,0.61079552,0.23330816,0.24444928,60.778676224,110.946156544
"cell_7218","NPOD6009_Head_ROI1",7218,624.2933333,825.2666667,0.8781824,0.11993088,0.11993088,0.51970048,0.09306112,0.26673152,0.13303808,0.8257536,0.9764864,0.22675456,0.14680064,0.10682368,0.42663936,2.9884416,0.8650752,0.3997696,0.14680064,0.45350912,0.31981568,0.17301504,0.25362432,4.6792704,0.17301504,0.11993088,0.13303808,0.03997696,1.80224,0.34668544,1.0682368,0.7340032,0.10682368,0.51970048,0.1867776,0.1867776,66.56098304,122.801881088
